customer_id,join_date,loyalty_tier,age,gender,city,email
485,2025-06-06,Silver,41,M,Salzburg,user485@example.com
486,2025-08-18,Gold,51,F,Villach,user486@example.com
487,2024-07-23,None,44,M,Innsbruck,user487@example.com
488,2025-03-21,None,72,F,Vienna,user488@example.com
489,2024-10-24,Platinum,58,F,Salzburg,user489@example.com
490,2024-12-05,Gold,18,M,Linz,user490@example.com
491,2024-02-29,Silver,25,M,Villach,user491@example.com
492,2024-02-28,Silver,40,M,Klagenfurt,user492@example.com
493,2024-08-05,None,55,M,Innsbruck,user493@example.com
494,2023-10-12,None,23,F,Graz,user494@example.com
495,2024-05-24,Silver,39,M,Graz,user495@example.com
496,2025-01-30,None,42,F,Vienna,user496@example.com
497,2024-07-12,Silver,35,M,Linz,user497@example.com
498,2024-01-19,None,34,M,Salzburg,user498@example.com
499,2024-08-28,Platinum,29,F,Graz,user499@example.com
500,2023-12-23,Platinum,23,M,Vienna,user500@example.com
501,2024-12-19,Silver,43,M,Klagenfurt,user501@example.com
502,2023-10-10,Silver,44,F,Villach,user502@example.com
503,2024-07-05,None,25,M,Linz,user503@example.com
504,2024-11-07,Gold,36,F,Linz,user504@example.com
505,2023-10-10,Silver,59,F,Bregenz,user505@example.com
506,2025-01-03,None,18,M,Vienna,user506@example.com
507,2023-12-29,Gold,74,M,Vienna,user507@example.com
508,2024-08-23,Gold,46,M,Bregenz,user508@example.com
509,2023-10-27,Gold,62,M,Villach,user509@example.com
510,2024-06-24,Silver,66,M,Salzburg,user510@example.com
511,2024-02-22,Silver,52,M,Vienna,user511@example.com
512,2024-05-17,Silver,57,F,Bregenz,user512@example.com
513,2025-03-31,Gold,31,F,Salzburg,user513@example.com
514,2024-06-24,Gold,52,F,Villach,user514@example.com
515,2025-03-24,None,65,F,Salzburg,user515@example.com
516,2025-05-21,None,62,M,Innsbruck,user516@example.com
517,2024-03-23,None,37,F,Linz,user517@example.com
518,2023-11-19,Gold,73,F,Klagenfurt,user518@example.com
519,2023-10-05,Platinum,66,F,Linz,user519@example.com
520,2024-10-19,None,30,M,Linz,user520@example.com
521,2025-09-21,Silver,55,M,Innsbruck,user521@example.com
522,2024-06-03,None,66,M,Salzburg,user522@example.com
523,2025-01-08,Platinum,63,M,Salzburg,user523@example.com
524,2025-04-14,Gold,66,M,Vienna,user524@example.com
525,2025-01-10,Gold,25,M,Innsbruck,user525@example.com
526,2025-03-26,Silver,60,F,Vienna,user526@example.com
527,2025-08-16,Silver,37,M,Innsbruck,user527@example.com
528,2024-02-13,None,50,M,Vienna,user528@example.com
529,2023-10-05,None,43,M,Graz,user529@example.com
530,2024-01-10,Gold,56,M,Bregenz,user530@example.com
531,2023-12-22,Gold,38,F,Linz,user531@example.com
532,2025-01-23,Platinum,70,M,Linz,user532@example.com
533,2024-11-06,Platinum,66,M,Villach,user533@example.com
534,2024-02-27,Silver,59,F,Klagenfurt,user534@example.com
535,2025-02-14,Gold,60,M,Bregenz,user535@example.com
536,2025-04-04,Gold,71,F,Salzburg,user536@example.com
537,2024-01-21,Gold,58,M,Klagenfurt,user537@example.com
538,2024-12-08,None,26,M,Graz,user538@example.com
539,2025-03-21,Silver,41,F,Villach,user539@example.com
540,2023-12-13,None,54,M,Klagenfurt,user540@example.com
541,2025-05-12,Platinum,66,F,Villach,user541@example.com
542,2025-08-27,Silver,58,M,Linz,user542@example.com
543,2023-12-09,None,34,F,Salzburg,user543@example.com
544,2023-10-09,Silver,41,M,Graz,user544@example.com
545,2024-05-06,Silver,38,F,Linz,user545@example.com
546,2025-01-28,None,68,M,Bregenz,user546@example.com
547,2025-08-22,None,56,F,Vienna,user547@example.com
548,2024-07-07,Silver,72,M,Innsbruck,user548@example.com
549,2025-02-25,Silver,58,M,Graz,user549@example.com
550,2023-11-15,Gold,56,Other,Salzburg,user550@example.com
551,2025-02-07,Silver,30,M,Villach,user551@example.com
552,2024-12-23,Gold,28,M,Klagenfurt,user552@example.com
553,2023-12-04,Silver,63,F,Bregenz,user553@example.com
554,2025-04-08,Silver,36,F,Klagenfurt,user554@example.com
555,2025-06-04,Gold,28,F,Graz,user555@example.com
556,2024-12-03,Silver,30,M,Bregenz,user556@example.com
557,2023-12-18,None,63,M,Salzburg,user557@example.com
558,2025-09-10,None,62,F,Graz,user558@example.com
559,2025-04-15,Gold,18,M,Salzburg,user559@example.com
560,2024-06-01,Silver,57,M,Klagenfurt,user560@example.com
561,2024-07-30,Silver,61,M,Linz,user561@example.com
562,2024-06-18,None,36,F,Bregenz,user562@example.com
563,2024-09-25,None,29,F,Vienna,user563@example.com
564,2024-05-27,None,25,M,Linz,user564@example.com
565,2025-06-03,None,25,M,Vienna,user565@example.com
566,2025-05-14,Silver,70,F,Klagenfurt,user566@example.com
567,2023-12-07,None,62,M,Villach,user567@example.com
568,2025-08-24,Silver,29,M,Bregenz,user568@example.com
569,2024-12-29,Gold,65,M,Linz,user569@example.com
570,2025-05-19,None,50,M,Linz,user570@example.com
571,2025-02-19,Silver,62,F,Graz,user571@example.com
572,2024-08-04,Gold,43,F,Innsbruck,user572@example.com
573,2025-03-11,None,56,M,Klagenfurt,user573@example.com
574,2025-08-27,Silver,45,F,Salzburg,user574@example.com
575,2024-04-05,Gold,22,F,Klagenfurt,user575@example.com
576,2025-05-04,Gold,25,F,Salzburg,user576@example.com
577,2024-10-18,None,42,F,Bregenz,user577@example.com
578,2024-09-08,Gold,44,F,Salzburg,user578@example.com
579,2024-08-04,Silver,63,F,Villach,user579@example.com
580,2025-03-09,None,40,F,Vienna,user580@example.com
581,2024-04-04,Silver,47,F,Salzburg,user581@example.com
582,2025-06-05,Platinum,62,M,Salzburg,user582@example.com
583,2025-05-21,Silver,64,M,Graz,user583@example.com
584,2023-11-23,None,40,M,Linz,user584@example.com
585,2025-06-27,Silver,66,F,Klagenfurt,user585@example.com
586,2024-03-17,None,64,F,Klagenfurt,user586@example.com
587,2024-08-26,None,37,M,Bregenz,user587@example.com
588,2024-12-10,None,35,M,Bregenz,user588@example.com
589,2024-06-24,None,35,F,Villach,user589@example.com
590,2023-10-12,None,19,F,Salzburg,user590@example.com
591,2025-06-04,None,21,M,Innsbruck,user591@example.com
592,2024-02-01,Silver,47,F,Klagenfurt,user592@example.com
593,2024-02-23,None,50,F,Bregenz,user593@example.com
594,2025-04-27,None,53,M,Salzburg,user594@example.com
595,2024-05-27,Gold,35,M,Bregenz,user595@example.com
596,2025-06-26,Silver,54,F,Villach,user596@example.com
597,2025-02-15,Silver,36,F,Vienna,user597@example.com
598,2024-04-10,None,64,M,Vienna,user598@example.com
599,2023-09-28,None,45,F,Bregenz,user599@example.com
600,2025-08-14,None,57,F,Vienna,user600@example.com
601,2023-11-22,None,37,F,Bregenz,user601@example.com
602,2025-03-01,None,66,M,Salzburg,user602@example.com
603,2024-09-12,None,50,F,Graz,user603@example.com
604,2025-03-28,None,29,Other,Innsbruck,user604@example.com
605,2025-02-07,None,68,M,Salzburg,user605@example.com
606,2025-01-05,Silver,32,M,Graz,user606@example.com
607,2024-09-14,None,58,M,Graz,user607@example.com
608,2025-04-23,None,56,F,Klagenfurt,user608@example.com
609,2023-11-28,Silver,19,F,Salzburg,user609@example.com
610,2024-03-01,Silver,46,F,Salzburg,user610@example.com
611,2025-02-08,None,58,F,Bregenz,user611@example.com
612,2024-05-02,Gold,27,M,Graz,user612@example.com
613,2024-11-19,Silver,19,F,Graz,user613@example.com
614,2024-09-01,None,68,F,Graz,user614@example.com
615,2024-10-13,Gold,28,F,Bregenz,user615@example.com
616,2024-07-28,Gold,30,M,Klagenfurt,user616@example.com
617,2025-03-20,None,27,F,Salzburg,user617@example.com
618,2024-05-20,None,31,F,Graz,user618@example.com
619,2025-02-16,Gold,35,F,Vienna,user619@example.com
620,2024-04-06,Silver,68,M,Salzburg,user620@example.com
621,2024-03-23,None,71,M,Bregenz,user621@example.com
622,2023-12-18,None,26,F,Klagenfurt,user622@example.com
623,2024-02-08,None,74,F,Vienna,user623@example.com
624,2023-12-17,Silver,56,F,Bregenz,user624@example.com
625,2024-10-17,Silver,45,F,Linz,user625@example.com
626,2025-03-31,None,20,M,Salzburg,user626@example.com
627,2024-02-03,Silver,37,M,Linz,user627@example.com
628,2024-02-26,Silver,23,F,Bregenz,user628@example.com
629,2024-09-09,None,44,M,Bregenz,user629@example.com
630,2025-03-04,None,70,F,Bregenz,user630@example.com
631,2025-09-04,Silver,19,M,Graz,user631@example.com
632,2024-10-09,Gold,46,M,Klagenfurt,user632@example.com
633,2024-04-15,Silver,55,F,Graz,user633@example.com
634,2023-12-03,Silver,20,M,Klagenfurt,user634@example.com
635,2024-02-10,None,33,F,Innsbruck,user635@example.com
636,2024-03-05,Silver,47,F,Graz,user636@example.com
637,2024-01-30,Silver,57,F,Linz,user637@example.com
638,2023-10-01,None,19,F,Klagenfurt,user638@example.com
639,2024-10-15,None,34,M,Graz,user639@example.com
640,2024-04-08,None,58,M,Salzburg,user640@example.com
641,2025-09-03,None,29,M,Bregenz,user641@example.com
642,2024-10-30,None,52,M,Klagenfurt,user642@example.com
643,2025-02-12,None,60,M,Klagenfurt,user643@example.com
644,2023-12-22,None,18,F,Graz,user644@example.com
645,2025-06-17,None,72,F,Innsbruck,user645@example.com
646,2024-09-14,Gold,62,F,Graz,user646@example.com
647,2025-06-20,Silver,32,M,Villach,user647@example.com
648,2024-11-14,Silver,43,M,Linz,user648@example.com
649,2024-08-29,Gold,54,F,Linz,user649@example.com
650,2024-08-08,Silver,38,M,Klagenfurt,user650@example.com
651,2024-02-02,None,66,M,Klagenfurt,user651@example.com
652,2023-10-28,Silver,48,M,Graz,user652@example.com
653,2025-08-09,Silver,42,F,Linz,user653@example.com
654,2024-09-04,Silver,40,F,Linz,user654@example.com
655,2025-05-14,Silver,41,F,Innsbruck,user655@example.com
656,2024-07-10,None,74,F,Salzburg,user656@example.com
657,2023-11-14,None,55,F,Innsbruck,user657@example.com
658,2024-12-24,None,45,M,Villach,user658@example.com
659,2023-10-30,Silver,38,F,Vienna,user659@example.com
660,2024-01-08,Silver,71,M,Bregenz,user660@example.com
661,2024-11-05,None,60,M,Innsbruck,user661@example.com
662,2024-04-30,Platinum,35,M,Villach,user662@example.com
663,2025-09-17,Silver,53,F,Graz,user663@example.com
664,2023-12-16,None,52,M,Salzburg,user664@example.com
665,2025-04-02,None,62,M,Graz,user665@example.com
666,2024-12-07,None,72,F,Bregenz,user666@example.com
667,2025-04-21,None,26,F,Villach,user667@example.com
668,2024-03-04,None,70,M,Vienna,user668@example.com
669,2024-10-07,None,55,F,Salzburg,user669@example.com
670,2024-08-15,None,47,F,Klagenfurt,user670@example.com
671,2024-08-10,None,61,F,Linz,user671@example.com
672,2025-06-11,Gold,51,F,Innsbruck,user672@example.com
673,2025-09-14,None,49,M,Villach,user673@example.com
674,2024-05-01,Silver,20,F,Graz,user674@example.com
675,2024-12-18,Silver,20,M,Vienna,user675@example.com
676,2024-12-10,Platinum,45,M,Linz,user676@example.com
677,2025-03-15,None,61,M,Innsbruck,user677@example.com
678,2025-08-14,None,32,M,Linz,user678@example.com
679,2024-02-20,Platinum,58,M,Innsbruck,user679@example.com
680,2024-02-22,Gold,40,F,Villach,user680@example.com
681,2025-01-16,Gold,57,M,Klagenfurt,user681@example.com
682,2024-01-13,None,28,M,Salzburg,user682@example.com
683,2024-01-26,None,65,M,Villach,user683@example.com
684,2023-11-14,Silver,49,M,Linz,user684@example.com
685,2023-09-22,Gold,74,F,Linz,user685@example.com
686,2024-08-15,Silver,71,F,Linz,user686@example.com
687,2024-11-28,Silver,53,M,Salzburg,user687@example.com
688,2024-04-21,None,50,F,Vienna,user688@example.com
689,2024-03-08,Gold,41,M,Innsbruck,user689@example.com
690,2025-02-19,None,56,F,Villach,user690@example.com
691,2025-02-16,None,51,F,Villach,user691@example.com
692,2024-08-18,Silver,73,F,Klagenfurt,user692@example.com
693,2025-02-05,Silver,45,F,Linz,user693@example.com
694,2025-07-28,None,54,M,Bregenz,user694@example.com
695,2025-04-19,None,24,F,Villach,user695@example.com
696,2024-12-21,Silver,21,M,Salzburg,user696@example.com
697,2025-01-16,None,54,M,Vienna,user697@example.com
698,2025-08-04,Silver,73,F,Villach,user698@example.com
699,2024-07-28,None,18,M,Innsbruck,user699@example.com
700,2024-10-23,Silver,18,M,Salzburg,user700@example.com
701,2025-01-07,Silver,64,M,Klagenfurt,user701@example.com
702,2025-07-16,None,37,F,Klagenfurt,user702@example.com
703,2025-05-18,None,36,M,Innsbruck,user703@example.com
704,2023-11-12,None,46,M,Linz,user704@example.com
705,2024-01-20,None,27,F,Klagenfurt,user705@example.com
706,2024-05-03,Platinum,35,F,Vienna,user706@example.com
707,2025-03-22,None,45,M,Salzburg,user707@example.com
708,2024-11-10,Gold,52,F,Villach,user708@example.com
709,2024-04-19,None,60,M,Vienna,user709@example.com
710,2023-12-21,Silver,64,F,Linz,user710@example.com
711,2025-02-06,Gold,48,M,Vienna,user711@example.com
712,2025-02-14,Silver,44,M,Vienna,user712@example.com
713,2025-08-11,Silver,28,F,Graz,user713@example.com
714,2024-09-21,Silver,66,F,Vienna,user714@example.com
715,2024-09-16,None,66,M,Innsbruck,user715@example.com
716,2023-11-18,Gold,55,M,Salzburg,user716@example.com
717,2023-10-20,Gold,22,M,Graz,user717@example.com
718,2024-08-02,Platinum,25,F,Salzburg,user718@example.com
719,2024-05-13,None,51,F,Salzburg,user719@example.com
720,2024-03-22,Silver,65,F,Linz,user720@example.com
721,2023-11-26,Gold,69,M,Linz,user721@example.com
722,2025-08-25,None,73,F,Graz,user722@example.com
723,2025-05-24,None,29,F,Klagenfurt,user723@example.com
724,2024-11-15,Silver,55,M,Bregenz,user724@example.com
725,2025-08-16,Silver,18,M,Linz,user725@example.com
726,2025-09-21,Gold,48,F,Bregenz,user726@example.com
727,2025-01-25,None,21,F,Linz,user727@example.com
728,2024-04-05,Gold,66,M,Linz,user728@example.com
729,2023-10-20,None,62,M,Salzburg,user729@example.com
730,2025-03-27,None,67,F,Graz,user730@example.com
731,2024-08-30,None,22,M,Salzburg,user731@example.com
732,2025-01-09,Gold,47,M,Villach,user732@example.com
733,2025-07-22,Silver,73,F,Innsbruck,user733@example.com
734,2024-01-31,Silver,41,F,Salzburg,user734@example.com
735,2024-11-22,None,20,F,Bregenz,user735@example.com
736,2024-12-28,Gold,28,M,Bregenz,user736@example.com
737,2024-09-14,None,62,F,Innsbruck,user737@example.com
738,2023-11-26,Gold,21,M,Vienna,user738@example.com
739,2024-06-01,Silver,43,M,Vienna,user739@example.com
740,2024-05-21,None,44,F,Innsbruck,user740@example.com
741,2025-01-23,Silver,63,M,Innsbruck,user741@example.com
742,2025-06-09,None,71,M,Salzburg,user742@example.com
743,2024-05-19,Silver,60,F,Innsbruck,user743@example.com
744,2025-02-09,Silver,44,F,Villach,user744@example.com
745,2024-04-18,None,59,F,Graz,user745@example.com
746,2025-08-12,Gold,68,M,Vienna,user746@example.com
747,2025-05-08,None,67,M,Vienna,user747@example.com
748,2024-10-27,Silver,23,F,Villach,user748@example.com
749,2024-08-18,Gold,32,M,Klagenfurt,user749@example.com
750,2024-05-08,Silver,70,M,Villach,user750@example.com
751,2024-05-14,None,47,M,Villach,user751@example.com
752,2025-08-31,Gold,59,F,Innsbruck,user752@example.com
753,2024-07-12,Silver,54,F,Linz,user753@example.com
754,2024-10-01,None,54,F,Linz,user754@example.com
755,2025-09-13,None,59,M,Villach,user755@example.com
756,2025-01-14,Gold,54,F,Innsbruck,user756@example.com
757,2024-10-22,Silver,52,M,Graz,user757@example.com
758,2024-07-19,Silver,40,F,Linz,user758@example.com
759,2024-02-05,Gold,23,F,Klagenfurt,user759@example.com
760,2024-06-11,Gold,21,F,Bregenz,user760@example.com
761,2025-03-27,None,35,M,Innsbruck,user761@example.com
762,2024-12-21,None,26,F,Villach,user762@example.com
763,2025-03-30,None,66,F,Graz,user763@example.com
764,2024-02-17,Silver,46,M,Graz,user764@example.com
765,2024-10-27,None,30,F,Salzburg,user765@example.com
766,2025-07-31,Silver,64,F,Graz,user766@example.com
767,2024-08-06,Gold,69,M,Linz,user767@example.com
768,2025-02-13,Gold,34,F,Villach,user768@example.com
769,2023-12-18,None,62,F,Bregenz,user769@example.com
770,2025-09-02,Gold,49,F,Linz,user770@example.com
771,2024-12-09,None,65,F,Innsbruck,user771@example.com
772,2024-03-14,Gold,39,F,Bregenz,user772@example.com
773,2024-01-14,None,21,F,Innsbruck,user773@example.com
774,2024-10-28,None,22,F,Graz,user774@example.com
775,2024-10-29,Gold,54,F,Klagenfurt,user775@example.com
776,2023-11-28,None,58,M,Vienna,user776@example.com
777,2025-09-16,None,66,F,Bregenz,user777@example.com
778,2025-07-20,Silver,30,F,Villach,user778@example.com
779,2024-08-23,Silver,51,M,Salzburg,user779@example.com
780,2023-12-15,Silver,62,M,Vienna,user780@example.com
781,2025-05-22,Silver,39,F,Graz,user781@example.com
782,2024-09-19,Silver,70,M,Graz,user782@example.com
783,2025-02-26,None,40,F,Villach,user783@example.com
784,2024-09-27,None,68,F,Vienna,user784@example.com
785,2024-04-08,None,20,M,Salzburg,user785@example.com
786,2025-05-24,Gold,59,F,Bregenz,user786@example.com
787,2025-09-07,Silver,51,F,Bregenz,user787@example.com
788,2024-03-17,Silver,49,F,Vienna,user788@example.com
789,2024-10-28,Silver,62,M,Innsbruck,user789@example.com
790,2024-06-27,Gold,68,F,Linz,user790@example.com
791,2025-07-26,None,66,M,Klagenfurt,user791@example.com
792,2024-09-27,Silver,38,F,Innsbruck,user792@example.com
793,2025-06-25,Silver,63,M,Bregenz,user793@example.com
794,2025-06-14,Silver,61,M,Linz,user794@example.com
795,2024-04-10,None,38,M,Klagenfurt,user795@example.com
796,2025-04-21,Gold,61,M,Klagenfurt,user796@example.com
797,2024-07-20,Gold,28,M,Klagenfurt,user797@example.com
798,2025-08-04,Silver,56,F,Graz,user798@example.com
799,2024-09-26,Silver,21,F,Villach,user799@example.com
800,2025-05-13,Gold,68,F,Klagenfurt,user800@example.com
801,2024-04-15,Silver,18,M,Salzburg,user801@example.com
802,2024-04-26,None,45,M,Vienna,user802@example.com
803,2024-11-23,Silver,41,F,Bregenz,user803@example.com
804,2025-09-21,Silver,52,F,Salzburg,user804@example.com
805,2024-09-13,Silver,30,F,Vienna,user805@example.com
806,2024-01-07,Silver,64,M,Innsbruck,user806@example.com
807,2024-10-19,Gold,51,F,Villach,user807@example.com
808,2024-05-30,Gold,28,M,Innsbruck,user808@example.com
809,2024-10-29,Silver,53,Other,Vienna,user809@example.com
810,2024-10-22,None,68,F,Salzburg,user810@example.com
811,2024-08-19,Platinum,34,F,Vienna,user811@example.com
812,2024-05-13,Gold,52,F,Klagenfurt,user812@example.com
813,2024-02-06,None,35,F,Graz,user813@example.com
814,2025-02-12,Gold,57,F,Bregenz,user814@example.com
815,2024-11-12,Gold,39,F,Innsbruck,user815@example.com
816,2024-03-09,Silver,74,M,Bregenz,user816@example.com
817,2025-04-10,Silver,41,F,Graz,user817@example.com
818,2023-10-22,None,36,F,Klagenfurt,user818@example.com
819,2025-03-19,None,54,M,Klagenfurt,user819@example.com
820,2025-02-18,None,56,M,Innsbruck,user820@example.com
821,2025-05-06,Gold,38,F,Innsbruck,user821@example.com
822,2024-06-29,None,25,M,Klagenfurt,user822@example.com
823,2025-01-18,None,45,F,Linz,user823@example.com
824,2025-05-13,None,22,M,Bregenz,user824@example.com
825,2025-09-07,Silver,34,M,Villach,user825@example.com
826,2024-09-17,Gold,54,M,Graz,user826@example.com
827,2023-10-18,None,53,F,Bregenz,user827@example.com
828,2024-09-22,None,71,M,Graz,user828@example.com
829,2024-11-26,Silver,36,F,Linz,user829@example.com
830,2025-06-18,Silver,44,F,Villach,user830@example.com
831,2025-06-21,None,70,F,Salzburg,user831@example.com
832,2024-08-08,Silver,51,F,Graz,user832@example.com
833,2024-10-09,None,28,F,Bregenz,user833@example.com
834,2024-08-20,None,71,M,Vienna,user834@example.com
835,2025-03-02,Silver,62,M,Villach,user835@example.com
836,2024-07-17,Silver,64,F,Klagenfurt,user836@example.com
837,2025-01-12,Gold,29,F,Klagenfurt,user837@example.com
838,2024-01-11,None,71,F,Linz,user838@example.com
839,2024-08-29,Silver,38,F,Graz,user839@example.com
840,2025-08-30,Silver,71,F,Salzburg,user840@example.com
841,2024-05-25,None,28,M,Graz,user841@example.com
842,2025-02-09,Silver,56,F,Klagenfurt,user842@example.com
843,2025-01-08,None,45,F,Innsbruck,user843@example.com
844,2025-06-05,Platinum,22,F,Vienna,user844@example.com
845,2025-06-05,None,34,M,Villach,user845@example.com
846,2025-06-11,Silver,73,M,Linz,user846@example.com
847,2024-06-25,None,37,M,Innsbruck,user847@example.com
848,2024-05-09,Platinum,58,M,Bregenz,user848@example.com
849,2025-02-28,Silver,63,F,Salzburg,user849@example.com
850,2025-03-29,Silver,29,F,Innsbruck,user850@example.com
851,2025-06-20,None,23,M,Bregenz,user851@example.com
852,2023-10-17,Silver,34,F,Innsbruck,user852@example.com
853,2023-11-10,None,68,M,Salzburg,user853@example.com
854,2024-12-26,Gold,36,F,Villach,user854@example.com
855,2025-07-26,None,43,F,Innsbruck,user855@example.com
856,2025-09-20,None,65,M,Linz,user856@example.com
857,2025-03-20,None,61,M,Klagenfurt,user857@example.com
858,2024-08-03,Silver,61,M,Graz,user858@example.com
859,2023-12-02,Silver,69,F,Innsbruck,user859@example.com
860,2024-12-27,None,49,F,Linz,user860@example.com
861,2025-06-20,Gold,23,F,Graz,user861@example.com
862,2024-08-10,Silver,72,F,Villach,user862@example.com
863,2025-02-10,Silver,53,F,Bregenz,user863@example.com
864,2025-07-13,Silver,55,F,Graz,user864@example.com
865,2023-10-24,Silver,28,F,Bregenz,user865@example.com
866,2025-04-25,Silver,50,F,Innsbruck,user866@example.com
867,2024-04-22,None,41,F,Linz,user867@example.com
868,2024-06-21,None,40,F,Klagenfurt,user868@example.com
869,2024-01-05,Gold,32,F,Innsbruck,user869@example.com
870,2024-10-13,Gold,44,F,Bregenz,user870@example.com
871,2024-11-08,None,28,F,Salzburg,user871@example.com
872,2025-04-23,None,74,M,Graz,user872@example.com
873,2024-01-23,Silver,68,F,Innsbruck,user873@example.com
874,2023-11-17,Silver,67,F,Bregenz,user874@example.com
875,2025-06-19,None,34,F,Villach,user875@example.com
876,2024-12-17,None,68,M,Graz,user876@example.com
877,2024-03-15,Silver,70,M,Villach,user877@example.com
878,2025-07-20,Silver,31,M,Bregenz,user878@example.com
879,2024-01-03,None,44,M,Linz,user879@example.com
880,2024-08-23,None,35,F,Vienna,user880@example.com
881,2024-03-24,None,45,M,Villach,user881@example.com
882,2024-03-25,Silver,68,M,Innsbruck,user882@example.com
883,2023-09-27,None,64,F,Klagenfurt,user883@example.com
884,2025-05-01,None,64,F,Innsbruck,user884@example.com
885,2025-07-11,Gold,21,F,Graz,user885@example.com
886,2025-01-29,None,24,M,Linz,user886@example.com
887,2024-01-14,Silver,62,M,Bregenz,user887@example.com
888,2024-08-09,None,52,M,Salzburg,user888@example.com
889,2024-05-30,None,65,F,Klagenfurt,user889@example.com
890,2024-11-24,None,26,F,Linz,user890@example.com
891,2024-12-31,Silver,25,F,Villach,user891@example.com
892,2024-07-27,Gold,69,F,Villach,user892@example.com
893,2024-03-22,Gold,62,M,Innsbruck,user893@example.com
894,2025-05-31,None,34,M,Salzburg,user894@example.com
895,2024-02-13,Silver,34,F,Linz,user895@example.com
896,2024-06-28,None,66,M,Vienna,user896@example.com
897,2024-09-08,None,50,F,Klagenfurt,user897@example.com
898,2024-03-12,Gold,49,M,Graz,user898@example.com
899,2024-11-12,None,25,F,Linz,user899@example.com
900,2024-11-14,None,36,F,Linz,user900@example.com
901,2025-09-16,None,55,F,Vienna,user901@example.com
902,2024-04-24,None,20,F,Innsbruck,user902@example.com
903,2025-09-05,None,22,F,Bregenz,user903@example.com
904,2025-01-14,Silver,30,M,Bregenz,user904@example.com
905,2024-04-08,Silver,64,M,Klagenfurt,user905@example.com
906,2024-11-08,Gold,63,M,Klagenfurt,user906@example.com
907,2025-02-04,Gold,48,F,Graz,user907@example.com
908,2025-03-19,None,72,M,Linz,user908@example.com
909,2023-10-26,None,33,F,Salzburg,user909@example.com
910,2024-12-07,None,67,F,Linz,user910@example.com
911,2024-09-18,Silver,49,M,Bregenz,user911@example.com
912,2025-07-13,None,39,M,Graz,user912@example.com
913,2024-04-17,Silver,46,F,Linz,user913@example.com
914,2025-04-27,Silver,39,F,Vienna,user914@example.com
915,2024-12-08,Silver,60,M,Bregenz,user915@example.com
916,2024-06-04,Silver,20,F,Linz,user916@example.com
917,2024-12-30,None,71,F,Linz,user917@example.com
918,2024-12-18,Gold,27,F,Bregenz,user918@example.com
919,2025-01-29,Gold,59,F,Salzburg,user919@example.com
920,2025-03-01,None,38,F,Bregenz,user920@example.com
921,2025-01-15,Gold,33,F,Vienna,user921@example.com
922,2025-05-26,Silver,29,M,Vienna,user922@example.com
923,2024-12-23,Gold,19,F,Linz,user923@example.com
924,2025-07-13,Gold,58,M,Klagenfurt,user924@example.com
925,2025-01-06,Silver,41,M,Salzburg,user925@example.com
926,2024-05-04,None,52,M,Linz,user926@example.com
927,2024-08-08,None,73,F,Bregenz,user927@example.com
928,2024-11-18,Silver,47,F,Linz,user928@example.com
929,2025-03-10,Silver,74,M,Graz,user929@example.com
930,2023-11-25,None,47,M,Graz,user930@example.com
931,2024-04-24,None,64,F,Klagenfurt,user931@example.com
932,2025-03-21,Gold,52,M,Salzburg,user932@example.com
933,2024-01-27,Platinum,36,F,Innsbruck,user933@example.com
934,2023-12-26,Silver,67,F,Villach,user934@example.com
935,2024-10-19,None,25,F,Graz,user935@example.com
936,2025-09-01,None,43,F,Innsbruck,user936@example.com
937,2024-10-13,None,66,F,Vienna,user937@example.com
938,2025-07-20,Gold,57,M,Graz,user938@example.com
939,2025-05-20,None,24,M,Graz,user939@example.com
940,2024-03-27,Silver,47,F,Salzburg,user940@example.com
941,2025-05-16,None,24,F,Klagenfurt,user941@example.com
942,2024-09-07,Silver,20,F,Innsbruck,user942@example.com
943,2025-05-03,Silver,18,F,Bregenz,user943@example.com
944,2025-03-20,Gold,53,M,Graz,user944@example.com
945,2024-05-25,None,42,M,Graz,user945@example.com
946,2023-12-14,None,54,M,Salzburg,user946@example.com
947,2025-08-25,None,18,M,Salzburg,user947@example.com
948,2024-01-02,Gold,32,F,Klagenfurt,user948@example.com
949,2025-08-28,Gold,54,F,Innsbruck,user949@example.com
950,2025-06-11,Silver,30,F,Vienna,user950@example.com
951,2025-03-04,Silver,57,F,Bregenz,user951@example.com
952,2025-09-07,Silver,25,M,Klagenfurt,user952@example.com
953,2025-08-29,None,22,F,Villach,user953@example.com
954,2025-05-01,Gold,26,F,Vienna,user954@example.com
955,2024-06-14,Silver,18,M,Linz,user955@example.com
956,2025-04-21,None,53,M,Graz,user956@example.com
957,2023-10-01,Silver,52,M,Innsbruck,user957@example.com
958,2024-10-17,None,19,F,Klagenfurt,user958@example.com
959,2024-08-18,None,57,F,Graz,user959@example.com
960,2025-01-25,Silver,40,F,Innsbruck,user960@example.com
961,2025-01-25,None,26,F,Innsbruck,user961@example.com
962,2024-11-21,Silver,51,F,Innsbruck,user962@example.com
963,2025-05-15,None,63,F,Graz,user963@example.com
964,2025-08-09,None,31,M,Klagenfurt,user964@example.com
965,2023-12-09,None,21,F,Bregenz,user965@example.com
966,2024-03-10,None,47,M,Salzburg,user966@example.com
967,2023-10-09,Silver,48,M,Graz,user967@example.com
968,2025-06-29,None,55,F,Villach,user968@example.com
969,2024-11-04,Silver,28,M,Innsbruck,user969@example.com
970,2025-07-21,Silver,52,F,Klagenfurt,user970@example.com
